URL,Label,is_valid
nobell.it/70ffb52d079109dca5664cce6f317373782/login.SkyPe.com/en/cgi-bin/verification/login/70ffb52d079109dca5664cce6f317373/index.php?cmd=_profile-ach&outdated_page_tmpl=p/gen/failed-to-load&nav=0.5.1&login_access=1322408526,bad,True
www.dghjdgf.com/paypal.co.uk/cycgi-bin/webscrcmd=_home-customer&nav=1/loading.php,bad,True
serviciosbys.com/paypal.cgi.bin.get-into.herf.secure.dispatch35463256rzr321654641dsf654321874/href/href/href/secure/center/update/limit/seccure/4d7a1ff5c55825a2e632a679c2fd5353/,bad,False
mail.printakid.com/www.online.americanexpress.com/index.html,bad,False
thewhiskeydregs.com/wp-content/themes/widescreen/includes/temp/promocoessmiles/?84784787824HDJNDJDSJSHD//2724782784/,bad,True
smilesvoegol.servebbs.org/voegol.php,bad,False
premierpaymentprocessing.com/includes/boleto-2via-07-2012.php,bad,False
myxxxcollection.com/v1/js/jih321/bpd.com.do/do/l.popular.php,bad,False
super1000.info/docs,bad,False
horizonsgallery.com/js/bin/ssl1/_id/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run/login.php?cmd=_login-run&amp;dispatch=1471c4bdb044ae2be9e2fc3ec514b88b1471c4bdb044ae2be9e2fc3ec514b88b,bad,False
phlebolog.com.ua/libraries/joomla/results.php,bad,False
docs.google.com/spreadsheet/viewform?formkey=dE5rVEdSV2pBdkpSRy11V3o2eDdwbnc6MQ,bad,False
www.coincoele.com.br/Scripts/smiles/?pt-br/Paginas/default.aspx,bad,False
www.henkdeinumboomkwekerij.nl/language/pdf_fonts/smiles.php,bad,False
perfectsolutionofall.net/wp-content/themes/twentyten/wiresource/,bad,False
lingshc.com/old_aol.1.3/?Login=&amp;Lis=10&amp;LigertID=1993745&amp;us=1,bad,False
anonymeidentity.net/remax./remax.htm,bad,False
dutchweb.gtphost.com/zimbra/exch/owa/uleth/index.html,bad,False
www.avedeoiro.com/site/plugins/chase/,bad,False
asladconcentration.com/paplkuk1/webscrcmd=_home-customer&nav=1/,bad,False
www.regaranch.info/grafika/file/2012/atualizacao/www.itau.com.br/,bad,False
optimistic-pessimism.com/aoluserupdatealert.info.htm,bad,False
mercadolivre.com.br.premiosfidelidade2012.com.br/confirmar/,bad,False
www.everythinggoingon.net/~gpeveryt/home/Email/,bad,False
mercadolivre.com.br.premiosfidelidade2012.com.br/,bad,False
www.revitolcream.org/wp-content/plugins/all-in-one-seo-pack/rex/secure-code17/security/,bad,False
jameshowardmusic.com/wp-content/themes/widescreen/includes/cache/bbnew/bb.php,bad,False
xini.eu/00Qe,bad,False
myxxxcollection.com/v1/js/555klisdr/bpd.com.do/do/l.popular.php,bad,False
paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c03faee8dcbcd55a50598f04d34b4bf5tt1.mediareso.com/secure-code90/security/,bad,False
ebayisapidlld.altervista.org/,bad,False
horizonsgallery.com/js/bin/ssl/_id/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run/login.php?cmd=_login-run&dispatch=7adb89899b4614aec6715340ae31adce7adb89899b4614aec6715340ae31adce,bad,False
www.revitolcream.org/wp-content/plugins/all-in-one-seo-pack/rex/secure-code5/security/login.php,bad,False
sontemeda.altervista.org/paypinoko/paypinoko/procesing.php,bad,False
promusic.co/components/interbank.com/,bad,False
uvb.lg.ua/templates/a216/.PayPaI/e9d83d4fd35ff9d702196ab514573999/,bad,False
docs.google.com/a/unmsm.edu.pe/spreadsheet/viewform?formkey=dEZoOXQwTzFkaUJCRTdhVlA3cTAyV1E6MQ,bad,False
remax.com.behinehsazerooyesh.com/remax/index.htm,bad,False
www.aclaydance.com/ncpf.php,bad,False
phamxuanlinh.tk/secure-code8/security/login.php,bad,False
stthomasedu.ucoz.ua/microsoft.htm,bad,False
www.procedimentotamfidelidade.com/regulamento/new/processo/atualiza/sacfidelidade/id=1714/,bad,False
paypal.com.us.cgi.bin.webscr.cmd.login.submit.bx3digitallp.com/Review/3a3e3c4dba5e5cc4407a5694adf1aa8e/,bad,False
tinyurl.com/bswqloj,bad,False
users11.jabry.com/blopp/Aolupdate.htm,bad,False
tad.ly/BUpQLx,bad,False
professionalcrapsplayer.com/upgrade/logins/Trulia/index.htm,bad,False
westerncentermuseum.org/plugins/tmp/sp.php,bad,False
cardpromocion2012.com.br/vaidevisa/asp/conta/participe/autentica/autentica.php,bad,False
portalsalinas.com.br/modules/mod_acepolls/spam.php,bad,False
trigononline.com/Support.php,bad,False
docs.google.com/spreadsheet/viewform?formkey=dG9xR28xLUp1R2JPbmpRYjFGc2lmanc6MQ,bad,False
nextgensmartphones.com//indexer/Trulia/index.htm,bad,False
lunatic-photography.opidum.de//wp-content/plugins/formulario.php,bad,False
users11.jabry.com/reaseo/Aolupdate.htm,bad,False
tinyurl.com/c5br4qc,bad,False
www.allandmedia.com/opencart/system/Cielo/index.html,bad,False
www.hoskoyu.net/images/AolMail.htm,bad,False
www.russel.sk/menuonlineprivado/,bad,True
www.bpoaccess.com/components/com_newsfeeds/cadastro.php,bad,False
maryhoffmann.com/hsbc/hsbc.MyHSBC_pib.htm,bad,False
extraordinarybirds.com/vb/Trulia/index.htm,bad,False
apajufe.com.br/www.cielo.com.br/index.php,bad,False
distritabas.com.ar/survey/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5bd76c88f5c3439f2e55b7639f529ccb3bd76c88f5c3439f2e55b7639f529ccb3,bad,False
www.pichincha.initi.in/internexo/jsp/loginbiometrico/loginBiometrico.jsp,bad,False
www.gestion-des-impayes.com/visuel.php?param=iK1/I3EkRQjb1KxExSxoEkRQjb1KwEibjkbvI/EkRQjb1KxESFFSEkRQjb1KwEiQI3bi3EkRQjb1KxErSCorxCrEkRQjb1KwE3sk/lPbY/EkRQjb1KxExEkRQjb1KwE1glibjkb,bad,False
melodylove.ru/images/stories/style/s/,bad,False
www.dd.gostynin.edu.pl/images/smilies/Gbplugin.php,bad,False
portalfidelidade.net/linhasaereas/areadocliente/autenticado/siteseguro/cadastre-se/gratis/promocoes/novas/t.a.m/boasorte.asp/,bad,False
mindfulsolutionsinc.com/red/lov.html.draft,bad,False
account.craigjsilist.org/blog/login/index.php,bad,False
optimalit.co.uk/wp-content/uploads/2012/07/24/review.php,bad,False
gplayr.com/pub/www.paypal.com/paypal/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/index.htm,bad,False
'motors.shop.ebay.com-cars-trucks-724527.jnq3.com/?Body\%20Type=truck&_dmpt=US_car_truck&_mqf=0&_qfkw=1&_fpos=95616&_lsbx=0&_fspt=0&_flso=0&Make=Toyota&_trksid=p1695235.m724&pid=tac2',bad,False
thaiyogajourney.com/plugins/content/backup/lloydstsb.co.uk/login.jsp.htm,bad,False
www.meor.org/wp-includes/images/crystal/login.html,bad,False
raboardiendo.es/cmd/paypal/2/897962b2c7faf34e7f2d8353af8bdf4e/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a16bef586b4cee084cb52c28011ecf68066bef586b4cee084cb52c28011ecf6806,bad,False
dansk-4571.com/DK/,bad,False
www.mbine.com/es/TLBS/tlbs/esp/segmento/particulares=JSP91/index.html,bad,False
shopgreenmall.net/tomatodesign.net/images/Design/hsbc/hsbc.MyHSBC_pib.htm,bad,False
click2.cardmemberservices.com/963227831.16589.723931113775.130,bad,False
www.eunsonair.com//login.html,bad,False
www.wallhome.com/M5.php,bad,False
simplyshmellies.com/magento/shell/act.php,bad,False
www.sexymalaysia.com/assets/bbva/compass.htm,bad,False
www.vanessajanemaldonado.com//wp-content/wp.secure.php,bad,False
docs.google.com/a/airtelmail.in/spreadsheet/viewform?formkey=dGt3aG9PNXdhekNLNzZoZ1h2TUFmTUE6MQ,bad,False
'www.gestion-des-impayes.com/visuel.php?param=iK1/I3EkRQjb1KxExSxoEkRQjb1KwEibjkbvI/EkRQjb1KxESFFSEkRQjb1KwEiQI3bi3EkRQjb1KxErSCorxCrEkRQjb1KwE3sk/lPbY/EkRQjb1KxExEkRQjb1KwE1glibjkb vI/EkRQjb1KxESFFS',bad,False
elshadayeletronicos.com/abn-amro/identification/,bad,False
www.sisimtel.com.mx/ecommerce/images/.../freebank/myposte/index.html?MfcISAPICommand=SignInFPP&UsingSSL=1&email=&userid=,bad,False
www.stacksofplaques.net/catalog/images/.banners/index.php,bad,False
numberoneclubbombastic.com/wp-includes/js/actualizare.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e2664736d79a9e4e99b7f2380234457562664736d79a9e4e99b7f238023445756,bad,False
contact-verified-information.net/en-ligne-verifie-verifiedbyvisa-eu-informations_lu/perso.php,bad,False
leuie.5gbfree.com/index.html,bad,False
ntcrulz.5gbfree.com/fb/,bad,False
rsaxena.5gbfree.com/facebook.html,bad,False
steamcommunity-giveaway.my3gb.com,bad,False
steamglfts.h16.ru,bad,True
steamglfts.hut2.ru/,bad,True
vinzajah.5gbfree.com/login.php,bad,False
vk-krasota.hut2.ru,bad,True
bellicapelliweb.it/libraries/domit/webscr/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a1904f6e09d7fc404feaee06547b2c8274904f6e09d7fc404feaee06547b2c8274,bad,False
vk-psich.hut2.ru,bad,True
uvb.lg.ua/templates/a216/.PayPaI/fd60358464c1f6411c44e5bf6e28ff0c/,bad,False
mmilogistics.net/preview/bin/ssl/_id/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run/,bad,True
mmilogistics.net/preview/bin/ssl/_id/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run,bad,True
vklife.hut2.ru,bad,True
docs.google.com/spreadsheet/viewform?formkey=dGxqZEI0eTB5N0lzMC1EbUdKdmRUamc6MQ,bad,False
sysgo.com.ve/shop/modules/sendtoafriend/smg/index.html,bad,False
wlservices.fr/css/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e58f68c371b0c6dfb0c971e2b6492d5d658f68c371b0c6dfb0c971e2b6492d5d6,bad,False
informationconcernant.x11s.org/verifier/etap1.html?u=xwww.visaeurope.fr/espace-client/mes-donnees-personnelles?rpsnv,bad,False
tinyurl.com/bsebhuz,bad,False
www.boat-importers-australia.com.au/wp-includes/css/service.htm,bad,False
www.scarboroughmechanical.com/irs/,bad,False
paypal.co.uk.online.aacounts.updates.internet.service.electro-obras.com.pe/webscr.php?cmd=_login-,bad,False
www.udc.an/wp-includes/js/tinymce/themes/advanced/img/link.htm,bad,False
paypal.com.us.cgi.bin.webscr.cmd.login-submit.dispatch.5885d80a13c0db1f8e263663d3faee8d7283e7f0184a5674430.f290db9.e9c846.588412.bandarepudio.com.br/rex/secure-code165/security/,bad,False
home.comcast.net/~cfallows1/ISAPIdllCustomerSupport&ambaybuyerprotectionpoliciesindex4.html.draft,bad,False
secure.pay-pal-comfort.de/index.php?cmd=secure&amp;CONNECTION=HAhadu489DHajdjahhUh73ad5XqhkH4kgWqMwwO6m2fkG04qTb4Yeaufcq&amp;pay-pal=50a222a5775345a3d7b60623adasde0b7e69bf0224adecfb0124e9b61f737b353575a38b40b7ec79a0179e3b8dasdadf35,bad,False
sz7i.com/paypal.com.au.q/webscr.html?cmd=SignIn&co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp=&pa2=&errmsg=&runameMessage-ID:,bad,False
paypal-online.de/index.html?paypal-scure=connection&amp;sessionnr=uadhjahu4hbaBa6dtGGdazgh46D&amp;A6asgdad6Gd6AGSdAGdg7agd7ga7sd64g3&amp;secure=8a8sduuh4aDASdhuehDAdh7h3JAHDAShd3hHJjadsjha-paypal-deJahsdajsdhj3hjasbBJABdj,bad,False
secure.pay-pal-comfort.de/index.php?paypal=safe&amp;connection=83ahdJahdhhsuaduazTZasdhgH-pay-pal.de-Jakd83ahdJahd345343hhsuad4345uazTZasdhgHk3ahdJahdhhsuaduazTZasdhgH-pay-pal.de-Jakd83ahdJahd345343hhajs,bad,False
artofrodnymella.com/soc/userinfo/,bad,False
paypal.com.us.cgi.bin.webscr.cmd.login.submit.bx3digitallp.com/Review/56a56d0c72ca057b293ee8964b9d13be/,bad,False
www.paypal.com.uscgi-bin.webscr.cmd.login-submit.dispatch.97c8e6d0d14f43b296fdbdb6189c802954b1267956048.suenacristo.com/64208031cb708813b3d774f3c7f098a3/,bad,False
paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.interhottap.com.mx/54855458214/ec3c38df1b6f9e413ed3d6dcb693d36d/,bad,False
bridge-afrik.com/soc/userinfo/,bad,False
www.vis-ph.com/wp-admin/maint/index.html?section=signinpage&amp;=&amp;cookiecheck=yes&amp;=nba/signin,bad,False
www.koumuzik.org/ulk/templates/ja_larix/ja_menus/ja_moomenu/img/security/c0773f49e8c56ca3846febc55a576a83/,bad,False
tom-burns.com/absa_better_returng/index.php,bad,False
paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c03faee8dcbcd55a50598f04d34b4bf5tt1.mediareso.com/secure-code10/security/,bad,False
paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c03faee8dcbcd55a50598f04d34b4bf5tt1.mediareso.com/,bad,False
www.emotionalvirtue.com/paypal.com.login-submit.dispatch.588235d80a13c0db1f8e263663d3faee8d43b1bb6ca6e/secure-code203/security/,bad,False
www.emotionalvirtue.com/paypal.com.login-submit.dispatch.588235d80a13c0db1f8e263663d3faee8d43b1bb6ca6e/,bad,False
jennys.com.bd/Information/login.php,bad,False
www.paypai.com-service.confirm.cgi-bin.w2bscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f.agled.com.ar/paypai-login/service/dir.php,bad,False
www.paypai.com-service.confirm.cgi-bin.w2bscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f.agled.com.ar/paypai-login/service/Limit15/,bad,False
www.paypai.com-service.confirm.cgi-bin.w2bscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f.agled.com.ar/paypai-login/service/Restart.php,bad,False
www.danatranslation.com/modules/pp/,bad,False
www.remisereduc.com/test/ssi/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e0ec384b985d8255691b6e0e8c08646a70ec384b985d8255691b6e0e8c08646a7,bad,False
paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/26331542f170e682e1bbdc535bedbb6b/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a16e133dc34bbf944d0054e13621ea39f76e133dc34bbf944d0054e13621ea39f7,bad,False
www.danatranslation.com/modules/pp/secure-code4/security/login.php,bad,False
eu.battle.net.login.zh-gvk.in/login.html?app=wam&amp;ref=www.worldofwarcraft.com/account/&amp;eor=0&amp;app=bam/,bad,False
eu.battle.net.login.zh-gvk.in/login.html?app=wam&ref=www.worldofwarcraft.com/account/&eor=0&app=bam/,bad,False
paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/26331542f170e682e1bbdc535bedbb6b/,bad,False
www.vis-ph.com/wp-admin/maint/index.html?section=signinpage&amp;amp;=&amp;amp;cookiecheck=yes&amp;amp;=nba/signin,bad,False
hjftgggtjtttttuyrjtjt6ju6u6u6yu6.4ove.com/,bad,True
cloud-tech.in/img/es/paypalworldwide.INC/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/,bad,False
paypal.com.tn.cgi.bin.webscr.cmd.login-submit.dispatch.455637489933857729095340593759035457667878187.espinakeitor.cl/paypal.html,bad,False
informationconcernant.x11s.org/verifier/etap1.html?u=xwww.visaeurope.fr/espace-client/mes-donnees-personnelles?rpsnv=,bad,False
www.uhcocottes.com/wp-content/languages/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e78c5d983e619978f1001d90f10e9c70d78c5d983e619978f1001d90f10e9c70d,bad,False
eurovis.altervista.org/login,bad,False
www.egitimogretimci.com/wp-admin/images/screenshots/index.htm,bad,False
www.fill-1.ru/media/system/images/sec-fr/Processing.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43651fd874a08cbf0626afe4dc136c3524ab1fd874a08cbf0626afe4dc136c3524ab,bad,False
ecatreviews.com//wp-includes/images/boomzz.html,bad,False
randexpr.com/css/123659854/125689545/security/login.php,bad,False
randexpr.com/css/123659854/12568954120/security/login.php,bad,False
www.emotionalvirtue.com/paypal.com.login-submit.dispatch.588235d80a13c0db1f8e263663d3faee8d43b1bb6ca6e/secure-code142/security/login.php,bad,False
paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c03faee8dcbcd55a50598f04d34b4bf5tt1.mediareso.com/secure-code4/security/login.php,bad,False
www.paypal.com.cgi-bin.webscr.dispatch.654a651951c965198e4195132321c9849a.6516c5132132e13516c9851616e51651d32.65a1651c321321321321.056516e56516e519849a1.bigmikestyles.com/update/,bad,False
www.paypal.com.cgi-bin.webscr.cmd.login-submit.dispatch.5885d80a13c0d36.63d3fae3e7f0184a.5674f290db9e9c846.mathieu-robert.com/,bad,False
scur.paypal.info.update.65rth46e5rg3w1erf65gwer4g5r4g65.rg6e5rger51g3w51e5gweg12e3wf1w.g1w5e6g1t321h5y1h.rth15y1h3r2t1h5561h.1h55132we1r5q1w5d1qw.q15frqf21er5g435g1er25g14ewg.g231g515212ewf4w5fqef.1rg45er2g1w.eurofibre-engineering.com/wwewewewewewewewewewewewewe/weewweweewwewewewewewewewewewewewe/info/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5f58eee485ff1e6726bf951ad6c0218bbf58eee485ff1e6726bf951ad6c0218bb,bad,False
www.halimshop.com/include/custom/verified/us/Full/info/a7a/paypal/@/sp3ki5/Adeek.com/password.htm,bad,False
